POSLOG: Task 2.1 started with visuals: False
POSLOG: X: -200.5, Y:-4.919981, Z: 52.11
POSLOG: X: -200.6027, Y:-4.917552, Z: 52.11739
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
POSLOG: X: -200.6548, Y:-4.917552, Z: 52.12114
