POSLOG: Task 2.1 started with visuals: False
POSLOG: X: -200.5, Y:-4.919981, Z: 52.11
POSLOG: X: -200.6257, Y:-4.917552, Z: 52.04928
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.0377
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
