POSLOG: Task 2 started for participant
POSLOG: Task 2.1 started with visuals: False
POSLOG: X: -200.5, Y:-4.919981, Z: 52.11
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03771
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03772
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03773
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03774
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03775
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03777
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6496, Y:-4.917552, Z: 52.03776
POSLOG: X: -200.6497, Y:-4.917552, Z: 52.03776
